entity_id,entity_name,group_id,date,signal_type,severity,severity_rule,magnitude,magnitude_unit,detail,source_doc,source_page,evidence_text
N_广东明珠集团股份有限公司,广东明珠集团股份有限公司,,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",11500000.0,股,深圳市金信安投资有限公司 质押给 浙江****有限公司嘉兴分公司,data/gold/blind_test/blind_016_600382_mingzhu.json,2,"2
11,500,000 股无限售流通股质押给浙江****有限公司嘉兴分公司，质押起始日为：
2025 年12 月29 日，质押到期日为：2026 年6 月26 日。
兴宁金顺安因融资业务于2025 年12 月29 日将持有的公司股票中的
17,000,000 股无限售流通股质押给屠**，质押起始日为：2025 年12 月29 日，质
押到期日为：2026 年7 月29 日。
上述质押已在中国证券登记结算有限责任公司办理了证券质押登记手续。现
将本次质押事项告知如下：
（一）本次深圳金信安、兴宁金顺安股份质押情况
股东名称
是否为控
股股东
本次质押股
数（股）
是
否
为
限
售
股
是
否
补
充
质
押
质押
起始日
质押
到期日
质权人
占其所
持股份
比例（%）
占公司
总股本
比例（%）
质押融资资
金用途
深圳市金
信安投资
有限公司
是
11,500,000
否
否
2025 年
12 月29
日
2026 年
6 月26
日
浙江****
有限公司
嘉兴分公
司
10.54
1.66
置换前期借
款及日常经
营周转
兴宁市金
顺安投资
有限公司
否（为控
股股东一
致行动
人）
17,000,000
否
否
2025 年
12 月29
日
2026 年
7 月29
日
屠**
19.55
2.45
为深圳金信
安融资提供
担保
（二）深圳金信安、兴宁金顺安股份质押当前情况
1.质押期间，标的股份对应的出席股东会、提案、表决权等股东权利仍由深
圳金信安、兴宁金顺安行使。
2.深圳金信安、兴宁金顺安具备相应的资金偿还能力，并将以其自有资金及
其他经营所得等偿还本次借款。若深圳金信安、兴宁金顺安本次借款的质押证券
履约保障比例低于预警线或平仓线时，深圳金信安、兴宁金顺安将分别向浙江****
有限公司嘉兴分公司、屠**提供补充担保（包括但不限于保证金、增加质押证券
数量等）或提前清偿所担保的部分债权。由此深圳金信安、兴宁金顺安认为本次
质押担保所产生的风险在可控范围之内。
3.本次质押股份不涉及用作重大资产重组业绩补偿等事项的担保。
（三）本次深圳金信安部分股份解除质押的基本情况"
N_广东明珠集团股份有限公司,广东明珠集团股份有限公司,,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",17000000.0,股,兴宁市金顺安投资有限公司 质押给 屠**,data/gold/blind_test/blind_016_600382_mingzhu.json,2,"2
11,500,000 股无限售流通股质押给浙江****有限公司嘉兴分公司，质押起始日为：
2025 年12 月29 日，质押到期日为：2026 年6 月26 日。
兴宁金顺安因融资业务于2025 年12 月29 日将持有的公司股票中的
17,000,000 股无限售流通股质押给屠**，质押起始日为：2025 年12 月29 日，质
押到期日为：2026 年7 月29 日。
上述质押已在中国证券登记结算有限责任公司办理了证券质押登记手续。现
将本次质押事项告知如下：
（一）本次深圳金信安、兴宁金顺安股份质押情况
股东名称
是否为控
股股东
本次质押股
数（股）
是
否
为
限
售
股
是
否
补
充
质
押
质押
起始日
质押
到期日
质权人
占其所
持股份
比例（%）
占公司
总股本
比例（%）
质押融资资
金用途
深圳市金
信安投资
有限公司
是
11,500,000
否
否
2025 年
12 月29
日
2026 年
6 月26
日
浙江****
有限公司
嘉兴分公
司
10.54
1.66
置换前期借
款及日常经
营周转
兴宁市金
顺安投资
有限公司
否（为控
股股东一
致行动
人）
17,000,000
否
否
2025 年
12 月29
日
2026 年
7 月29
日
屠**
19.55
2.45
为深圳金信
安融资提供
担保
（二）深圳金信安、兴宁金顺安股份质押当前情况
1.质押期间，标的股份对应的出席股东会、提案、表决权等股东权利仍由深
圳金信安、兴宁金顺安行使。
2.深圳金信安、兴宁金顺安具备相应的资金偿还能力，并将以其自有资金及
其他经营所得等偿还本次借款。若深圳金信安、兴宁金顺安本次借款的质押证券
履约保障比例低于预警线或平仓线时，深圳金信安、兴宁金顺安将分别向浙江****
有限公司嘉兴分公司、屠**提供补充担保（包括但不限于保证金、增加质押证券
数量等）或提前清偿所担保的部分债权。由此深圳金信安、兴宁金顺安认为本次
质押担保所产生的风险在可控范围之内。
3.本次质押股份不涉及用作重大资产重组业绩补偿等事项的担保。
（三）本次深圳金信安部分股份解除质押的基本情况"
N_中富通集团股份有限公司,中富通集团股份有限公司,,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",6600000.0,股,融嘉科技 质押给 上海长宁大众小额贷款股份有限公司,data/gold/blind_test/blind_018_300560_zhongfutong.json,1,"证券代码：300560
证券简称：中富通
公告编号：2025-067
中富通集团股份有限公司
关于控股股东、实际控制人的一致行动人
进行部分股份质押的公告
公司控股股东、实际控制人的一致行动人福建融嘉科技有限公司保证向本公司提供的信
息内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。
本公司及董事会全体成员保证公告内容与信息披露义务人提供的信息一致。
中富通集团股份有限公司（以下简称“公司”）近日收到控股股东、实际控
制人的一致行动人福建融嘉科技有限公司（以下简称“融嘉科技”）将其所持有
的公司部分股份进行了质押的通知，现将具体情况公告如下：
一、股东股份质押基本情况
股东名称
是否为控
股股东或
第一大股
东及其一
致行动人
本次质押数
量（股）
占其所
持股份
比例
占公司
总股本
比例
是否为
限售股
是否为
补充质
押
质押起
始日
质押
到期
日
质权人
质押用途
融嘉科技
是
6,600,000
28.02%
2.87%
否
否
2025 年
12 月26
日
2026
年11
月30
日
上海长
宁大众
小额贷
款股份
有限公
司
资金需求
二、股份累计质押的情况
截至本公告披露日，公司控股股东、实际控制人陈融洁先生及其一致行动人
福建融嘉科技有限公司（以下简称“融嘉科技”）所持质押股份情况如下：
股
东
名
称
持股数量
持股比
例
本次质押前
质押股份数
量（股）
本次质押后
质押股份数
量（股）
占其所
持股份
比例
占公司
总股本
比例
已质押股份
情况
未质押股份
情况
已质押股份
限售和冻结
数量（股）
占已质
押股份
比例
未质押股份
限售和冻结
数量（股）
占未质
押股份
比例"
N_奥瑞金科技股份有限公司,奥瑞金科技股份有限公司,,,share_pledge,low,"本次质押占其持股 >=80% high, >=50% medium",1862.0,股,上海原龙 质押给 浙商证券股份有限公司,data/gold/blind_test/blind_020_002701_org.json,1,"证券代码：002701
证券简称：奥瑞金
（奥瑞）2025－临074 号
1
奥瑞金科技股份有限公司
关于公司控股股东部分股份展期、质押及解除质押的公告
奥瑞金科技股份有限公司（“奥瑞金”或“本公司”、“公司”）及董事会
全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或
重大遗漏。
公司近日收到控股股东上海原龙投资控股（集团）有限公司（以下简称“上
海原龙”）函告，获悉上海原龙所持有本公司的部分股份办理了展期、质押及解
除质押业务，具体事项如下：
一、股东股份展期/质押基本情况
股
东
名
称
是否为
控股股
东或第
一大股
东及其
一致行
动人
本次
展期/
质押
数量
（万
股）
占其所
持股份
比例
（%）
占公司
总股本
比例
（%）
是
否
为
限
售
股
是否
为补
充质
押
质押
起始
日
质
押
到
期
日
质
权
人
质押
用途
上
海
原
龙
是
3,042
3.62
1.19
否
否
2023
年12
月27
日
至
质
权
人
申
请
解
除
质
押
之
日
止
中国
中金
财富
证券
有限
公司
本次为
质押展
期不涉
及新增
融资
1,862
2.22
0.73
2025
年12
月29
日
浙商
证券
股份
有限
公司
偿还
债务"
601003,柳州钢铁股份有限公司,G_LIUGANG,2021-07-29,capacity_reduction,info,产能变化只作背景，严重程度由方向三结合供需关系判断,1500,立方米,capacity_replacement 高炉,data/gold/capacity_blind/capacity_blind_002_601003_liugang_replacement.json,1,计划于近期将设备老化的一座1500立方米高炉等相关设施进行拆除。
600282,南京钢铁股份有限公司,G_CITIC,2020-06-24,project_delay,low,delay: 延期=low，暂停/终止=medium,11000.0,万元(投资额),工业互联网建设项目,data/gold/capacity_blind/capacity_blind_005_600282_nangang_delay.json,1,同意公司将“工业互联网建设项目”实施主体由公司控股子公司南京南钢产业发展有限公司（以下简称“南钢发展”）变更为南钢股份；并将“工业互联网建设项目”及“一体化智慧中心建设项目”建设完成时间由2020年延长至2021年12月。
600282,南京钢铁股份有限公司,G_CITIC,2020-06-24,project_delay,low,delay: 延期=low，暂停/终止=medium,20000.0,万元(投资额),一体化智慧中心建设项目,data/gold/capacity_blind/capacity_blind_005_600282_nangang_delay.json,1,同意公司将“工业互联网建设项目”实施主体由公司控股子公司南京南钢产业发展有限公司（以下简称“南钢发展”）变更为南钢股份；并将“工业互联网建设项目”及“一体化智慧中心建设项目”建设完成时间由2020年延长至2021年12月。
600282,南京钢铁股份有限公司,G_CITIC,2020-11-19,capacity_increase,info,产能变化只作背景，严重程度由方向三结合供需关系判断,260,万吨/年,capacity_construction 焦炉 焦炭,data/gold/capacity_blind/capacity_blind_006_600282_nangang_construction.json,1,共同在印度尼西亚（以下简称“印尼”）中苏拉威西省Morowali县青山工业园（以下简称“青山工业园”）合资设立金瑞科技，实施年产260万吨焦炭项目，预计投资3.83484亿美元。
000708,中信泰富特钢集团股份有限公司,G_CITIC,2020-03-06,capacity_increase,info,产能变化只作背景，严重程度由方向三结合供需关系判断,113,万吨/年,capacity_construction 铁钢轧综合配套工程 坯材,data/gold/capacity_blind/capacity_blind_007_000708_citicsteel_construction.json,2,该项目生产50万吨帘线钢、胎圈用钢，50万吨焊丝等产品，以及13万吨钢坯，总计年产113万吨坯材。
000708,中信泰富特钢集团股份有限公司,G_CITIC,2018-05-18,capacity_increase,info,产能变化只作背景，严重程度由方向三结合供需关系判断,3,万吨/年,technical_upgrade 60MN锻造生产线 特冶锻造产品,data/gold/capacity_blind/capacity_blind_008_000708_citicsteel_construction.json,1,新建产能为3万吨/年的60MN锻造生产线
600019,宝山钢铁股份有限公司,G_BAOWU,2024-07-25,capacity_increase,info,产能变化只作背景，严重程度由方向三结合供需关系判断,250,万吨/年,capacity_construction 绿色低碳厚板工厂 直接还原铁,data/gold/capacity_dev/capacity_dev_001_600019_baosteel_construction.json,3,年产250万吨直接还原铁、166.7万吨钢、150万吨厚板
600019,宝山钢铁股份有限公司,G_BAOWU,2024-07-25,capacity_increase,info,产能变化只作背景，严重程度由方向三结合供需关系判断,166.7,万吨/年,capacity_construction 绿色低碳厚板工厂 钢,data/gold/capacity_dev/capacity_dev_001_600019_baosteel_construction.json,3,年产250万吨直接还原铁、166.7万吨钢、150万吨厚板
