edge_type,src_id,src_name,dst_id,dst_name,src_group,dst_group,same_group,relationship,status,amount_wan,prior_actual_wan,category_text,period,issuer_id,announcement_date,source_doc,source_page,evidence_text,src_matched_by,dst_matched_by,src_scope,dst_scope
guarantee,002110,福建三钢闽光股份有限公司,E_MG_YUNSHANG,福建闽光云商有限公司,G_FJYJ,G_FJYJ,1,controlled_subsidiary,guarantee_limit,500000.0,,joint_and_several,2025-12-30,002110,2025-12-30,data/gold/guarantee_test/guarantee_test_002_002110_annual_limit.json,1,"福建闽光云商有限公司 500,000",exact,exact,self,self
guarantee,600569,安阳钢铁股份有限公司,E_ANGANG_ZHOUKOU,河南安钢周口钢铁有限责任公司,G_ANYANG,G_ANYANG,1,controlled_subsidiary,guarantee_provided,15000.0,,joint_and_several,2026-02-09,600569,2026-02-09,data/gold/guarantee_test/guarantee_test_003_600569_progress.json,1,计划融资金额为不超过人民币 1.5 亿元，融资期限不超过 3 年。公司为河南安钢周口钢铁有限责任公司以上融资事项提供连带责任担保。,exact,exact,self,self
guarantee,600307,甘肃酒钢集团宏兴钢铁股份有限公司,E_JISCO_HONGXIANG,甘肃酒钢宏兴宏翔能源有限责任公司,G_JISCO,G_JISCO,1,wholly_owned_subsidiary,guarantee_limit,30000.0,,joint_and_several,2025-09-06,600307,2025-09-06,data/gold/guarantee_test/guarantee_test_005_600307_wholly_owned.json,1,公司本次为宏翔能源公司向金融机构申请的 3 亿元（含本数）授信业务提供连带责任保证担保,exact,exact,self,self
guarantee,600231,凌源钢铁股份有限公司,E_LINGGANG_GROUP,凌源钢铁集团有限责任公司,G_ANSTEEL,G_ANSTEEL,1,parent_or_controlling_shareholder,guarantee_provided,28600.0,,joint_and_several,2023-06-29,600231,2023-06-29,data/gold/guarantee_test/guarantee_test_006_600231_related_controlling_shareholder.json,1,公司本次为凌钢集团与华夏银行股份有限公司沈阳分行（以下简称“华夏银行沈阳分行”）签订的人民币 2.86 亿元《最高额融资合同》提供连带责任保证担保,exact,exact,self,self
guarantee,600307,甘肃酒钢集团宏兴钢铁股份有限公司,E_JISCO_YUZHONG,酒钢集团榆中钢铁有限责任公司,G_JISCO,G_JISCO,1,wholly_owned_subsidiary,guarantee_limit,10000.0,,joint_and_several,2025-04-30,600307,2025-04-30,data/gold/guarantee_test/guarantee_test_007_600307_wholly_owned_2.json,1,公司本次为榆钢公司向金融机构申请的 4.5 亿元融资业务的敞口部分（不超过 1 亿元）提供连带责任保证担保,exact,exact,self,self
supply,E_SHOUGANG_GROUP,首钢集团有限公司及下属企业,000959,北京首钢股份有限公司,G_SHOUGANG,G_SHOUGANG,1,parent_or_controlling_shareholder,estimate,4175825.0,3154441.0,采购商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"4,175,825 3,154,441",exact,exact,self_and_subsidiaries,self
service,E_SHOUGANG_GROUP,首钢集团有限公司及下属企业,000959,北京首钢股份有限公司,G_SHOUGANG,G_SHOUGANG,1,parent_or_controlling_shareholder,estimate,570555.0,391875.0,接受劳务/服务,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"570,555 391,875",exact,exact,self_and_subsidiaries,self
finance,E_SHOUGANG_GROUP,首钢集团有限公司及下属企业,000959,北京首钢股份有限公司,G_SHOUGANG,G_SHOUGANG,1,parent_or_controlling_shareholder,estimate,23362.0,20951.0,资金使用费,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"23,362 20,951",exact,exact,self_and_subsidiaries,self
supply,N_迁安中化煤化工有限责任公司,迁安中化煤化工有限责任公司,000959,北京首钢股份有限公司,,G_SHOUGANG,0,associate_or_joint_venture,estimate,557668.0,438177.0,采购商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"557,668 438,177",unresolved,exact,self,self
supply,N_唐山首钢京唐西山焦化有限责任公司,唐山首钢京唐西山焦化有限责任公司,000959,北京首钢股份有限公司,G_SHOUGANG,G_SHOUGANG,1,associate_or_joint_venture,estimate,1188182.0,914978.0,采购商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"1,188,182 914,978",group_token,exact,self,self
service,N_唐山首钢京唐西山焦化有限责任公司,唐山首钢京唐西山焦化有限责任公司,000959,北京首钢股份有限公司,G_SHOUGANG,G_SHOUGANG,1,associate_or_joint_venture,estimate,11800.0,9788.0,接受劳务/服务,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"11,800 9,788",group_token,exact,self,self
supply,N_首钢(青岛)钢业有限公司,首钢(青岛)钢业有限公司,000959,北京首钢股份有限公司,G_SHOUGANG,G_SHOUGANG,1,associate_or_joint_venture,estimate,0.0,136.0,采购商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,0 136,group_token,exact,self,self
service,N_首钢(青岛)钢业有限公司,首钢(青岛)钢业有限公司,000959,北京首钢股份有限公司,G_SHOUGANG,G_SHOUGANG,1,associate_or_joint_venture,estimate,71.0,55.0,接受劳务/服务,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,71 55,group_token,exact,self,self
service,N_广州京海航运有限公司,广州京海航运有限公司,000959,北京首钢股份有限公司,,G_SHOUGANG,0,associate_or_joint_venture,estimate,34928.0,27338.0,接受劳务/服务,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"34,928 27,338",unresolved,exact,self,self
supply,N_其他关联方,其他关联方,000959,北京首钢股份有限公司,,G_SHOUGANG,0,associate_or_joint_venture,estimate,53819.0,43535.0,采购商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"53,819 43,535",unresolved,exact,self,self
service,N_其他关联方,其他关联方,000959,北京首钢股份有限公司,,G_SHOUGANG,0,associate_or_joint_venture,estimate,76913.0,65824.0,接受劳务/服务,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"76,913 65,824",unresolved,exact,self,self
supply,000959,北京首钢股份有限公司,E_SHOUGANG_GROUP,首钢集团有限公司及下属企业,G_SHOUGANG,G_SHOUGANG,1,parent_or_controlling_shareholder,estimate,146459.0,114632.0,销售商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"146,459 114,632",exact,exact,self,self_and_subsidiaries
service,000959,北京首钢股份有限公司,E_SHOUGANG_GROUP,首钢集团有限公司及下属企业,G_SHOUGANG,G_SHOUGANG,1,parent_or_controlling_shareholder,estimate,14907.0,12660.0,提供劳务/服务,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"14,907 12,660",exact,exact,self,self_and_subsidiaries
finance,E_SHOUGANG_GROUP,首钢集团有限公司及下属企业,000959,北京首钢股份有限公司,G_SHOUGANG,G_SHOUGANG,1,parent_or_controlling_shareholder,estimate,7999.0,7717.0,利息收入,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"7,999 7,717",exact,exact,self_and_subsidiaries,self
supply,000959,北京首钢股份有限公司,N_迁安中化煤化工有限责任公司,迁安中化煤化工有限责任公司,G_SHOUGANG,,0,associate_or_joint_venture,estimate,22585.0,19095.0,销售商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"22,585 19,095",exact,unresolved,self,self
service,000959,北京首钢股份有限公司,N_迁安中化煤化工有限责任公司,迁安中化煤化工有限责任公司,G_SHOUGANG,,0,associate_or_joint_venture,estimate,154.0,149.0,提供劳务/服务,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,154 149,exact,unresolved,self,self
supply,000959,北京首钢股份有限公司,N_唐山首钢京唐西山焦化有限责任公司,唐山首钢京唐西山焦化有限责任公司,G_SHOUGANG,G_SHOUGANG,1,associate_or_joint_venture,estimate,131589.0,73987.0,销售商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"131,589 73,987",exact,group_token,self,self
service,000959,北京首钢股份有限公司,N_唐山首钢京唐西山焦化有限责任公司,唐山首钢京唐西山焦化有限责任公司,G_SHOUGANG,G_SHOUGANG,1,associate_or_joint_venture,estimate,33647.0,22413.0,提供劳务/服务,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"33,647 22,413",exact,group_token,self,self
supply,000959,北京首钢股份有限公司,N_唐山曹妃甸盾石新型建材有限公司,唐山曹妃甸盾石新型建材有限公司,G_SHOUGANG,,0,associate_or_joint_venture,estimate,12965.0,10390.0,销售商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"12,965 10,390",exact,unresolved,self,self
service,000959,北京首钢股份有限公司,N_唐山曹妃甸盾石新型建材有限公司,唐山曹妃甸盾石新型建材有限公司,G_SHOUGANG,,0,associate_or_joint_venture,estimate,2598.0,2173.0,提供劳务/服务,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,2,"2,598 2,173",exact,unresolved,self,self
supply,000959,北京首钢股份有限公司,N_首钢(青岛)钢业有限公司,首钢(青岛)钢业有限公司,G_SHOUGANG,G_SHOUGANG,1,associate_or_joint_venture,estimate,178076.0,148329.0,销售商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,3,"178,076 148,329",exact,group_token,self,self
service,000959,北京首钢股份有限公司,N_广州京海航运有限公司,广州京海航运有限公司,G_SHOUGANG,,0,associate_or_joint_venture,estimate,3846.0,3220.0,提供劳务/服务,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,3,"3,846 3,220",exact,unresolved,self,self
supply,000959,北京首钢股份有限公司,N_宁波首钢浙金钢材有限公司,宁波首钢浙金钢材有限公司,G_SHOUGANG,G_SHOUGANG,1,associate_or_joint_venture,estimate,8724.0,11040.0,销售商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,3,"8,724 11,040",exact,group_token,self,self
supply,000959,北京首钢股份有限公司,N_其他关联方,其他关联方,G_SHOUGANG,,0,associate_or_joint_venture,estimate,27973.0,43485.0,销售商品,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,3,"27,973 43,485",exact,unresolved,self,self
service,000959,北京首钢股份有限公司,N_其他关联方,其他关联方,G_SHOUGANG,,0,associate_or_joint_venture,estimate,606.0,552.0,提供劳务/服务,2026,000959,2025-12-05,data/gold/related_dev/related_dev_002_000959_annual_estimate.json,3,606 552,exact,unresolved,self,self
supply,E_XIANGGANG_GROUP,湘钢集团,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,148954.0,151389.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,1,"原辅料 148,954 151,389",exact,exact,self,self
service,E_XIANGGANG_GROUP,湘钢集团,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,15649.0,15467.0,综合服务费,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,1,"综合服务费 15,649 15,467",exact,exact,self,self
service,E_XIANGGANG_GROUP,湘钢集团,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,2410.0,2411.0,工程建设,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,1,"工程建设 2,410 2,411",exact,exact,self,self
supply,E_XIANGGANG_GROUP,湘钢集团,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,6971.0,6845.0,动力介质,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,1,"动力介质 6,971 6,845",exact,exact,self,self
supply,N_湘潭瑞通,湘潭瑞通,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,185659.0,185685.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,1,"原辅料 185,659 185,685",relationship,exact,self,self
service,N_洪盛物流,洪盛物流,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,93215.0,97073.0,接受劳务,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"接受劳务 93,215 97,073",relationship,exact,self,self
supply,N_中冶湘重,中冶湘重,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,67458.0,54209.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"原辅料 67,458 54,209",relationship,exact,self,self
supply,N_海南瑞湘资源,海南瑞湘资源,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,0.0,26629.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"原辅料 0 26,629",relationship,exact,self,self
supply,N_湘钢瑞兴,湘钢瑞兴,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,51611.0,50947.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"原辅料 51,611 50,947",group_token,exact,self,self
service,N_湘钢瑞兴,湘钢瑞兴,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,5429.0,5157.0,接受劳务,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"接受劳务 5,429 5,157",group_token,exact,self,self
supply,N_瑞和钙业,瑞和钙业,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,17203.0,18677.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"原辅料 17,203 18,677",relationship,exact,self,self
service,N_顺祥物流,顺祥物流,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,5010.0,6868.0,接受劳务,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"接受劳务 5,010 6,868",relationship,exact,self,self
supply,N_湘钢集团国贸,湘钢集团国贸,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,0.0,6450.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"原辅料 0 6,450",group_token,exact,self,self
supply,N_华菱线缆,华菱线缆,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,34192.0,21203.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"原辅料 34,192 21,203",group_token,exact,self,self
supply,N_湘钢物产,湘钢物产,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,50000.0,28000.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"原辅料 50,000 28,000",group_token,exact,self,self
supply,N_瑞嘉金属,瑞嘉金属,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,27300.0,28761.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"原辅料 27,300 28,761",relationship,exact,self,self
service,E_LIANGANG_GROUP,涟钢集团,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,20253.0,16528.0,综合服务费,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"综合服务费 20,253 16,528",exact,exact,self,self
supply,E_LIANGANG_GROUP,涟钢集团,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,36233.0,33092.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"原辅料 36,233 33,092",exact,exact,self,self
supply,N_海南供应链,海南供应链,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,25000.0,16336.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"原辅料 25,000 16,336",relationship,exact,self,self
supply,N_煤化新能源,煤化新能源,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,45635.0,43716.0,动力介质,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"动力介质 45,635 43,716",relationship,exact,self,self
supply,N_煤化新能源,煤化新能源,000932,湖南华菱钢铁股份有限公司,G_HUNAN,G_HUNAN,1,sister_company,estimate,239801.0,241964.0,原辅料,2026,000932,2026-01-22,data/gold/related_test/related_test_001_000932_annual_estimate.json,2,"原辅料 239,801 241,964",relationship,exact,self,self
